                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.54923,                0.50986,                 1.0611,                0.90756,                0.80278,                0.91726,                0.78357,                0.40528,                0.35441,                0.97884,               0.004786,               0.004786,               0.004786
                    161,                0.55665,                0.51973,                 1.0677,                0.90865,                0.80152,                0.91816,                 0.7844,                  0.405,                0.35379,                0.97832,               0.004753,               0.004753,               0.004753
                    162,                0.54948,                 0.5108,                 1.0588,                0.91335,                0.80113,                0.91921,                0.78432,                0.40472,                0.35286,                0.97819,                0.00472,                0.00472,                0.00472
                    163,                0.55009,                0.51459,                 1.0639,                0.91416,                0.80303,                0.91984,                0.78596,                0.40436,                0.35177,                0.97781,               0.004687,               0.004687,               0.004687
                    164,                 0.5504,                0.50762,                 1.0596,                0.91335,                0.80288,                0.92074,                0.78677,                0.40428,                0.35159,                0.97775,               0.004654,               0.004654,               0.004654
                    165,                  0.552,                0.51475,                 1.0673,                0.91651,                0.80214,                0.93216,                0.79663,                  0.404,                0.35083,                0.97755,               0.004621,               0.004621,               0.004621
                    166,                0.55041,                0.50619,                 1.0607,                0.91439,                0.80421,                0.93267,                0.79772,                0.40361,                0.35039,                0.97717,               0.004588,               0.004588,               0.004588
                    167,                0.54442,                0.49938,                 1.0531,                0.91327,                0.80705,                 0.9332,                0.80209,                0.40331,                 0.3506,                0.97685,               0.004555,               0.004555,               0.004555
                    168,                0.54259,                0.50246,                 1.0571,                0.91401,                0.80436,                0.93362,                0.80252,                0.40287,                 0.3507,                0.97665,               0.004522,               0.004522,               0.004522
                    169,                0.53507,                0.49387,                 1.0497,                0.91293,                 0.8047,                0.93301,                  0.803,                0.40265,                0.35058,                0.97654,               0.004489,               0.004489,               0.004489
                    170,                  0.539,                0.50119,                 1.0529,                0.91267,                0.80458,                 0.9326,                0.80364,                0.40246,                0.35099,                0.97632,               0.004456,               0.004456,               0.004456
                    171,                0.54293,                0.49818,                 1.0539,                0.91078,                0.80308,                0.93295,                 0.8039,                0.40169,                0.35071,                0.97547,               0.004423,               0.004423,               0.004423
                    172,                0.54437,                0.50261,                 1.0561,                0.90845,                0.80582,                0.93315,                0.80339,                 0.4015,                0.35056,                0.97537,                0.00439,                0.00439,                0.00439
                    173,                0.53697,                0.49103,                 1.0486,                0.91122,                0.79803,                0.93292,                0.80368,                 0.4012,                0.35067,                0.97494,               0.004357,               0.004357,               0.004357
                    174,                0.53617,                0.49669,                 1.0491,                0.91597,                0.79673,                0.93271,                  0.804,                0.40091,                0.35045,                0.97467,               0.004324,               0.004324,               0.004324
                    175,                0.54102,                0.50318,                  1.048,                0.91697,                0.79729,                0.93234,                0.80345,                0.40043,                0.35052,                0.97424,               0.004291,               0.004291,               0.004291
                    176,                0.53473,                 0.4933,                 1.0507,                0.91693,                0.79758,                0.93243,                0.80428,                0.40009,                0.35027,                0.97397,               0.004258,               0.004258,               0.004258
                    177,                0.53443,                0.49203,                 1.0498,                 0.9048,                0.80541,                0.93281,                0.80436,                0.39954,                0.34994,                 0.9736,               0.004225,               0.004225,               0.004225
                    178,                0.53428,                0.48334,                 1.0489,                0.92009,                0.79562,                0.93273,                0.80429,                  0.399,                0.34947,                0.97311,               0.004192,               0.004192,               0.004192
                    179,                0.53571,                0.48874,                 1.0511,                0.92164,                0.79319,                 0.9327,                0.80531,                0.39849,                0.34897,                0.97269,               0.004159,               0.004159,               0.004159
                    180,                0.53751,                0.49381,                 1.0532,                0.92668,                0.78966,                 0.9328,                0.80484,                0.39809,                 0.3485,                0.97258,               0.004126,               0.004126,               0.004126
                    181,                0.53639,                0.48683,                 1.0497,                0.93006,                0.78863,                0.93288,                0.80297,                0.39787,                 0.3483,                0.97248,               0.004093,               0.004093,               0.004093
                    182,                0.52953,                0.47705,                 1.0396,                0.92921,                0.78909,                0.93381,                0.80793,                0.39753,                0.34802,                0.97228,                0.00406,                0.00406,                0.00406
                    183,                0.52714,                0.48005,                 1.0427,                0.91301,                0.80237,                0.93451,                0.80877,                0.39727,                0.34761,                0.97206,               0.004027,               0.004027,               0.004027
                    184,                0.52316,                0.47368,                 1.0423,                0.92232,                0.79892,                0.93456,                0.80798,                 0.3969,                0.34716,                0.97186,               0.003994,               0.003994,               0.003994
                    185,                0.53124,                0.48119,                 1.0463,                0.92269,                0.79754,                0.93418,                0.80786,                0.39675,                0.34705,                0.97173,               0.003961,               0.003961,               0.003961
                    186,                0.52974,                0.47992,                 1.0464,                0.92348,                0.79812,                0.93464,                0.80695,                0.39639,                0.34674,                0.97135,               0.003928,               0.003928,               0.003928
                    187,                0.51936,                 0.4635,                 1.0403,                0.92568,                0.79713,                0.93473,                0.80731,                0.39588,                0.34649,                0.97113,               0.003895,               0.003895,               0.003895
                    188,                0.53202,                0.47849,                 1.0462,                0.92914,                0.79672,                 0.9348,                0.80918,                0.39564,                0.34603,                0.97085,               0.003862,               0.003862,               0.003862
                    189,                0.53392,                0.48611,                 1.0455,                0.92951,                0.79574,                0.93475,                0.80761,                0.39544,                0.34562,                0.97067,               0.003829,               0.003829,               0.003829
                    190,                0.52823,                 0.4751,                 1.0443,                0.92543,                0.79743,                0.93487,                0.80883,                0.39528,                0.34532,                0.97057,               0.003796,               0.003796,               0.003796
                    191,                 0.5255,                0.49568,                 1.0454,                0.92764,                0.80038,                0.93484,                0.80999,                0.39504,                0.34493,                0.97036,               0.003763,               0.003763,               0.003763
                    192,                0.52297,                0.47546,                 1.0411,                0.92788,                0.79984,                0.93469,                0.81069,                 0.3946,                0.34461,                 0.9699,                0.00373,                0.00373,                0.00373
                    193,                0.52218,                0.46946,                 1.0409,                0.92776,                0.79905,                0.93461,                0.81061,                0.39455,                0.34425,                0.96987,               0.003697,               0.003697,               0.003697
                    194,                0.52213,                 0.4702,                 1.0419,                0.92821,                0.80075,                 0.9347,                0.81032,                0.39435,                 0.3438,                0.96975,               0.003664,               0.003664,               0.003664
                    195,                0.51988,                0.46634,                 1.0361,                0.92687,                0.80079,                0.93494,                0.81001,                0.39402,                0.34374,                0.96942,               0.003631,               0.003631,               0.003631
                    196,                0.51961,                 0.4789,                 1.0377,                0.92643,                0.79981,                0.93483,                0.81017,                0.39388,                0.34351,                0.96925,               0.003598,               0.003598,               0.003598
                    197,                 0.5199,                 0.4634,                 1.0403,                 0.9264,                0.80082,                 0.9347,                0.81062,                 0.3935,                0.34329,                0.96894,               0.003565,               0.003565,               0.003565
                    198,                0.51645,                0.46779,                 1.0393,                0.92424,                0.80185,                0.93494,                0.81064,                0.39332,                0.34313,                0.96888,               0.003532,               0.003532,               0.003532
                    199,                0.52018,                0.46463,                 1.0405,                0.92424,                 0.8023,                0.93511,                0.81084,                0.39315,                0.34337,                0.96876,               0.003499,               0.003499,               0.003499
                    200,                0.51954,                0.46484,                 1.0379,                0.92642,                0.80186,                0.93552,                0.81114,                 0.3931,                0.34327,                0.96865,               0.003466,               0.003466,               0.003466
                    201,                0.51136,                0.45859,                 1.0327,                0.92669,                0.80281,                0.93644,                0.81051,                0.39289,                0.34321,                0.96852,               0.003433,               0.003433,               0.003433
                    202,                0.51591,                 0.4633,                 1.0331,                0.92965,                0.80058,                0.93639,                0.81103,                0.39278,                 0.3431,                0.96844,                 0.0034,                 0.0034,                 0.0034
                    203,                0.51059,                0.45849,                 1.0324,                0.92994,                0.79998,                0.93674,                0.81065,                0.39263,                0.34273,                 0.9683,               0.003367,               0.003367,               0.003367
                    204,                0.51721,                0.45613,                 1.0404,                0.93005,                0.80161,                  0.936,                0.81046,                 0.3924,                 0.3427,                0.96818,               0.003334,               0.003334,               0.003334
                    205,                0.50677,                0.45964,                 1.0316,                0.92668,                0.80246,                 0.9359,                0.81089,                0.39232,                0.34235,                0.96802,               0.003301,               0.003301,               0.003301
                    206,                0.51088,                0.46049,                 1.0363,                0.92969,                0.80108,                0.93581,                0.81136,                 0.3922,                0.34221,                0.96795,               0.003268,               0.003268,               0.003268
                    207,                0.50731,                0.45009,                   1.03,                0.92679,                0.80058,                0.93543,                0.81212,                0.39209,                0.34213,                0.96777,               0.003235,               0.003235,               0.003235
                    208,                0.51283,                0.45915,                 1.0337,                0.92804,                0.80001,                0.93593,                0.81167,                0.39203,                0.34186,                0.96765,               0.003202,               0.003202,               0.003202
                    209,                0.50709,                0.45102,                 1.0338,                0.92663,                0.80138,                 0.9357,                0.81177,                0.39186,                0.34167,                0.96752,               0.003169,               0.003169,               0.003169
                    210,                 0.5031,                0.44479,                 1.0261,                0.92816,                0.80064,                0.93588,                0.81143,                0.39183,                0.34146,                0.96749,               0.003136,               0.003136,               0.003136
                    211,                0.51257,                0.45504,                  1.035,                0.92626,                 0.8032,                0.93571,                0.81268,                0.39163,                0.34121,                0.96742,               0.003103,               0.003103,               0.003103
                    212,                0.50661,                0.45305,                 1.0286,                0.92567,                0.80393,                0.93577,                 0.8118,                0.39147,                0.34082,                0.96716,                0.00307,                0.00307,                0.00307
                    213,                0.50707,                0.44829,                 1.0287,                0.92566,                0.80407,                0.93584,                0.81324,                0.39137,                 0.3408,                0.96705,               0.003037,               0.003037,               0.003037
                    214,                0.50089,                0.44417,                 1.0261,                 0.9263,                0.80408,                0.93576,                0.81297,                0.39116,                0.34071,                0.96698,               0.003004,               0.003004,               0.003004
                    215,                0.50068,                 0.4481,                 1.0277,                0.92608,                0.80411,                0.93575,                0.81212,                0.39084,                 0.3405,                0.96657,               0.002971,               0.002971,               0.002971
                    216,                 0.4985,                0.44507,                  1.025,                0.92626,                0.80414,                0.93573,                0.81261,                0.39085,                0.34023,                0.96646,               0.002938,               0.002938,               0.002938
                    217,                0.49839,                 0.4442,                 1.0244,                 0.9257,                0.80421,                0.93584,                 0.8127,                0.39071,                0.34026,                0.96634,               0.002905,               0.002905,               0.002905
                    218,                0.50224,                 0.4489,                 1.0256,                0.92467,                0.80432,                 0.9361,                0.81241,                0.39065,                0.33993,                0.96626,               0.002872,               0.002872,               0.002872
                    219,                0.50203,                 0.4438,                 1.0267,                0.92554,                0.80419,                0.93625,                0.81153,                0.39053,                0.33999,                0.96607,               0.002839,               0.002839,               0.002839
                    220,                0.49637,                0.43692,                 1.0203,                0.92513,                 0.8041,                0.93665,                 0.8123,                0.39051,                0.33973,                0.96595,               0.002806,               0.002806,               0.002806
                    221,                0.49483,                0.43829,                 1.0233,                 0.9253,                0.80423,                0.93641,                 0.8128,                0.39041,                0.33947,                 0.9658,               0.002773,               0.002773,               0.002773
                    222,                0.50079,                0.43448,                 1.0251,                0.92516,                0.80449,                0.93643,                0.81268,                0.39028,                0.33919,                0.96569,                0.00274,                0.00274,                0.00274
                    223,                0.49882,                0.43449,                 1.0266,                0.92657,                0.80445,                0.93659,                0.81172,                0.39015,                 0.3388,                0.96555,               0.002707,               0.002707,               0.002707
                    224,                0.49131,                0.43445,                 1.0204,                0.92747,                0.80439,                0.93702,                0.81184,                0.39001,                0.33832,                0.96541,               0.002674,               0.002674,               0.002674
                    225,                0.49912,                0.44485,                 1.0272,                0.92688,                0.80441,                0.93695,                0.81203,                0.38985,                 0.3382,                0.96527,               0.002641,               0.002641,               0.002641
                    226,                0.49693,                0.43508,                 1.0282,                0.92714,                0.80359,                0.93697,                0.81197,                0.38974,                 0.3381,                0.96517,               0.002608,               0.002608,               0.002608
                    227,                0.49975,                0.43645,                 1.0256,                0.92679,                0.80403,                0.93689,                0.81166,                 0.3895,                0.33786,                0.96496,               0.002575,               0.002575,               0.002575
                    228,                0.48956,                0.42469,                 1.0219,                0.92661,                0.80406,                0.93696,                0.81197,                0.38941,                0.33763,                0.96488,               0.002542,               0.002542,               0.002542
                    229,                0.49126,                0.43231,                 1.0201,                0.92673,                0.80406,                0.93687,                0.81273,                0.38931,                0.33729,                 0.9648,               0.002509,               0.002509,               0.002509
                    230,                0.49339,                0.43451,                 1.0235,                0.92648,                0.80402,                0.93686,                0.81268,                0.38912,                0.33706,                0.96461,               0.002476,               0.002476,               0.002476
                    231,                0.48432,                0.42495,                 1.0175,                0.92753,                0.80409,                0.93696,                 0.8123,                0.38909,                0.33687,                0.96456,               0.002443,               0.002443,               0.002443
                    232,                 0.4866,                0.42876,                  1.019,                0.92644,                0.80385,                0.93676,                0.81312,                0.38901,                0.33661,                0.96454,                0.00241,                0.00241,                0.00241
                    233,                0.49334,                0.43119,                 1.0252,                0.92771,                0.80407,                0.93666,                0.81312,                0.38892,                0.33634,                0.96442,               0.002377,               0.002377,               0.002377
                    234,                0.48035,                0.42215,                 1.0152,                0.92851,                0.80356,                0.93666,                0.81324,                0.38887,                0.33631,                0.96431,               0.002344,               0.002344,               0.002344
                    235,                0.48179,                0.42442,                 1.0126,                0.92934,                0.80325,                0.93686,                0.81219,                0.38878,                0.33628,                0.96417,               0.002311,               0.002311,               0.002311
                    236,                0.49309,                0.42748,                 1.0187,                0.93121,                 0.8028,                0.93699,                0.81226,                0.38857,                0.33616,                0.96402,               0.002278,               0.002278,               0.002278
                    237,                0.48264,                0.42136,                 1.0145,                0.93268,                0.80291,                0.93667,                0.81237,                0.38843,                0.33604,                0.96382,               0.002245,               0.002245,               0.002245
                    238,                0.48369,                 0.4217,                 1.0117,                 0.9336,                0.80334,                0.93673,                0.81219,                 0.3883,                 0.3357,                 0.9637,               0.002212,               0.002212,               0.002212
                    239,                0.47315,                0.41762,                 1.0122,                0.93281,                 0.8032,                0.93675,                0.81228,                0.38816,                0.33539,                0.96368,               0.002179,               0.002179,               0.002179
                    240,                0.48577,                0.42351,                 1.0151,                0.93247,                0.80306,                0.93682,                0.81325,                0.38823,                0.33523,                0.96363,               0.002146,               0.002146,               0.002146
                    241,                0.48083,                0.42139,                  1.014,                 0.9326,                0.80316,                0.93696,                0.81317,                0.38803,                0.33507,                0.96351,               0.002113,               0.002113,               0.002113
                    242,                0.46871,                0.40727,                 1.0044,                0.93521,                0.80337,                 0.9373,                0.81323,                0.38783,                0.33477,                0.96329,                0.00208,                0.00208,                0.00208
                    243,                0.48076,                0.41106,                 1.0097,                0.93541,                0.80348,                0.93731,                 0.8133,                0.38776,                0.33475,                0.96319,               0.002047,               0.002047,               0.002047
                    244,                  0.475,                0.41431,                 1.0114,                0.93524,                0.80353,                0.93732,                0.81311,                0.38765,                0.33461,                0.96297,               0.002014,               0.002014,               0.002014
                    245,                 0.4733,                0.41553,                 1.0089,                0.93623,                0.80403,                0.93739,                0.81322,                0.38763,                0.33428,                0.96299,               0.001981,               0.001981,               0.001981
                    246,                0.48091,                0.41861,                 1.0111,                0.93503,                0.80323,                0.93763,                0.81322,                 0.3875,                0.33443,                0.96283,               0.001948,               0.001948,               0.001948
                    247,                0.47452,                 0.4105,                  1.008,                0.93578,                0.80406,                0.93785,                0.81339,                0.38756,                0.33403,                0.96291,               0.001915,               0.001915,               0.001915
                    248,                0.47379,                0.41527,                 1.0071,                0.93601,                0.80326,                0.93787,                0.81288,                 0.3875,                0.33391,                0.96286,               0.001882,               0.001882,               0.001882
                    249,                0.46888,                 0.4088,                 1.0048,                 0.9367,                0.80283,                0.93776,                0.81262,                0.38735,                0.33398,                 0.9628,               0.001849,               0.001849,               0.001849
                    250,                0.47591,                0.41211,                 1.0102,                0.93693,                0.80288,                0.93768,                0.81298,                0.38727,                 0.3338,                 0.9628,               0.001816,               0.001816,               0.001816
                    251,                0.46778,                0.40858,                 1.0099,                0.93708,                0.80245,                0.93773,                0.81327,                0.38717,                0.33383,                0.96277,               0.001783,               0.001783,               0.001783
                    252,                 0.4683,                0.40455,                 1.0063,                0.93707,                 0.8024,                0.93781,                0.81324,                 0.3871,                0.33339,                0.96271,                0.00175,                0.00175,                0.00175
                    253,                0.46804,                0.40944,                 1.0034,                0.93762,                0.80314,                0.93796,                 0.8134,                0.38692,                 0.3333,                0.96256,               0.001717,               0.001717,               0.001717
                    254,                0.46353,                0.40689,                0.99822,                0.93711,                0.80268,                0.93792,                0.81323,                0.38688,                0.33302,                0.96246,               0.001684,               0.001684,               0.001684
                    255,                 0.4634,                0.40004,                 1.0017,                0.93707,                0.80266,                0.93801,                0.81319,                0.38678,                0.33292,                0.96234,               0.001651,               0.001651,               0.001651
                    256,                0.47074,                0.40306,                 1.0093,                0.94024,                0.80257,                0.93829,                0.81357,                0.38672,                0.33268,                0.96226,               0.001618,               0.001618,               0.001618
                    257,                0.46329,                0.40241,                 1.0009,                0.94073,                 0.8018,                0.93857,                0.81408,                0.38662,                 0.3324,                0.96213,               0.001585,               0.001585,               0.001585
                    258,                0.46324,                0.40168,                 1.0036,                0.94044,                0.80161,                0.93866,                0.81413,                0.38656,                0.33215,                0.96219,               0.001552,               0.001552,               0.001552
                    259,                 0.4572,                0.39187,                0.99818,                0.94012,                0.80143,                 0.9386,                0.81395,                0.38655,                  0.332,                0.96216,               0.001519,               0.001519,               0.001519
                    260,                0.46382,                0.40522,                 1.0024,                 0.9404,                0.80204,                0.93855,                0.81328,                0.38642,                0.33179,                0.96201,               0.001486,               0.001486,               0.001486
                    261,                0.45736,                0.39283,                0.99796,                0.94031,                0.80242,                0.93851,                0.81365,                0.38632,                0.33166,                0.96192,               0.001453,               0.001453,               0.001453
                    262,                0.46276,                0.39821,                  1.001,                0.94022,                0.80213,                0.93861,                0.81353,                0.38609,                0.33162,                0.96173,                0.00142,                0.00142,                0.00142
                    263,                0.45943,                0.38712,                 0.9979,                0.94114,                0.80252,                0.93877,                0.81344,                0.38589,                0.33142,                0.96154,               0.001387,               0.001387,               0.001387
                    264,                0.46118,                0.40206,                0.99975,                0.94112,                0.80228,                0.93868,                0.81359,                0.38589,                 0.3314,                0.96148,               0.001354,               0.001354,               0.001354
                    265,                0.45824,                0.38977,                0.99919,                0.94127,                0.80248,                0.93869,                0.81363,                 0.3858,                0.33115,                0.96138,               0.001321,               0.001321,               0.001321
                    266,                0.46063,                0.39436,                0.99904,                0.90483,                0.83378,                0.93878,                0.81337,                 0.3857,                0.33079,                0.96128,               0.001288,               0.001288,               0.001288
                    267,                0.45919,                0.39502,                  1.003,                0.90514,                0.83377,                0.93869,                 0.8134,                0.38564,                0.33068,                0.96118,               0.001255,               0.001255,               0.001255
                    268,                0.46024,                0.39124,                 1.0007,                0.90568,                0.83401,                0.93872,                0.81316,                 0.3851,                0.33078,                0.96069,               0.001222,               0.001222,               0.001222
                    269,                0.45645,                0.39029,                 1.0017,                 0.9055,                0.83405,                0.93871,                0.81346,                0.38491,                0.33048,                0.96054,               0.001189,               0.001189,               0.001189
                    270,                0.45523,                0.39271,                0.99908,                0.90649,                0.83567,                0.93886,                0.81354,                 0.3848,                0.33027,                0.96037,               0.001156,               0.001156,               0.001156
                    271,                0.44908,                0.38384,                0.99436,                0.94369,                0.80531,                0.93894,                0.81342,                0.38476,                0.33047,                0.96027,               0.001123,               0.001123,               0.001123
                    272,                0.44709,                0.38287,                  0.991,                 0.9076,                 0.8343,                0.93901,                0.81336,                0.38478,                0.33043,                0.96023,                0.00109,                0.00109,                0.00109
                    273,                0.44898,                0.38388,                0.99378,                0.90815,                0.83403,                0.93927,                0.81392,                0.38468,                0.33056,                0.96007,               0.001057,               0.001057,               0.001057
                    274,                 0.4471,                0.38644,                 0.9926,                0.90858,                0.83438,                0.93929,                0.81436,                0.38475,                0.33067,                0.96004,               0.001024,               0.001024,               0.001024
                    275,                0.44679,                 0.3847,                0.99039,                0.90926,                0.83418,                0.93943,                0.81397,                0.38475,                0.33088,                0.95989,               0.000991,               0.000991,               0.000991
                    276,                0.44703,                0.38436,                0.99166,                 0.9091,                0.83351,                0.93951,                 0.8149,                0.38453,                0.33121,                0.95972,               0.000958,               0.000958,               0.000958
                    277,                0.44737,                0.38579,                0.99199,                0.77806,                0.93375,                0.93957,                0.81417,                0.38457,                0.33106,                 0.9597,               0.000925,               0.000925,               0.000925
                    278,                0.44517,                0.38126,                0.99401,                 0.7783,                0.93387,                0.93972,                 0.8145,                0.38449,                0.33099,                0.95964,               0.000892,               0.000892,               0.000892
                    279,                0.44872,                0.38725,                0.99134,                0.78116,                0.93363,                0.93985,                0.81489,                0.38435,                0.33103,                0.95951,               0.000859,               0.000859,               0.000859
                    280,                0.44231,                0.38403,                0.98946,                0.78354,                  0.933,                0.93962,                0.81472,                0.38447,                0.33115,                0.95937,               0.000826,               0.000826,               0.000826
                    281,                0.44041,                 0.3706,                0.98926,                0.78608,                0.93205,                 0.9397,                0.81517,                0.38452,                0.33119,                0.95943,               0.000793,               0.000793,               0.000793
                    282,                0.43687,                0.37293,                0.98757,                0.78704,                0.93215,                0.93952,                 0.8156,                0.38456,                0.33107,                0.95943,                0.00076,                0.00076,                0.00076
                    283,                0.44178,                0.37776,                0.99017,                0.78828,                0.93166,                0.93937,                0.81576,                 0.3845,                0.33112,                0.95943,               0.000727,               0.000727,               0.000727
                    284,                0.43519,                0.37256,                0.98563,                0.79162,                0.92884,                0.93935,                0.81615,                 0.3845,                0.33112,                0.95927,               0.000694,               0.000694,               0.000694
                    285,                0.43743,                0.37612,                0.98408,                0.79315,                0.92835,                0.93955,                0.81551,                0.38443,                0.33099,                0.95919,               0.000661,               0.000661,               0.000661
                    286,                0.43874,                0.37215,                0.98679,                 0.7965,                0.92785,                0.93994,                0.81591,                0.38431,                0.33083,                0.95908,               0.000628,               0.000628,               0.000628
                    287,                0.43878,                 0.3727,                0.98816,                0.79925,                0.92499,                0.93997,                0.81571,                0.38428,                0.33083,                0.95899,               0.000595,               0.000595,               0.000595
                    288,                0.44077,                0.37721,                0.98798,                0.80052,                0.92486,                0.93982,                0.81595,                0.38431,                0.33085,                0.95905,               0.000562,               0.000562,               0.000562
                    289,                0.43497,                 0.3709,                0.98638,                0.80309,                0.92334,                0.93981,                0.81596,                0.38416,                0.33094,                0.95897,               0.000529,               0.000529,               0.000529
                    290,                0.43537,                0.36871,                0.98631,                 0.8052,                0.92255,                0.93975,                0.81567,                 0.3841,                0.33096,                0.95889,               0.000496,               0.000496,               0.000496
                    291,                 0.3574,                0.29056,                0.91672,                 0.8056,                0.92239,                0.93983,                0.81597,                0.38406,                0.33066,                0.95882,               0.000463,               0.000463,               0.000463
                    292,                0.35037,                0.27669,                0.91133,                0.80748,                0.92178,                0.93997,                0.81611,                0.38392,                0.33026,                0.95876,                0.00043,                0.00043,                0.00043
                    293,                0.34998,                 0.2784,                0.91133,                0.81019,                0.92065,                0.94004,                0.81663,                0.38396,                0.33001,                0.95875,               0.000397,               0.000397,               0.000397
                    294,                0.35065,                0.27939,                 0.9143,                0.81424,                0.91993,                0.94016,                 0.8165,                0.38405,                0.32989,                0.95874,               0.000364,               0.000364,               0.000364
                    295,                0.34407,                0.27134,                0.90603,                0.81755,                 0.9192,                0.94036,                0.81681,                0.38394,                0.32979,                0.95861,               0.000331,               0.000331,               0.000331
                    296,                0.34362,                0.27531,                0.91184,                0.81941,                 0.9184,                0.94049,                0.81708,                 0.3838,                0.32974,                0.95854,               0.000298,               0.000298,               0.000298
                    297,                0.34292,                 0.2693,                 0.9098,                0.82332,                0.91721,                0.94036,                0.81541,                0.38375,                0.32946,                0.95848,               0.000265,               0.000265,               0.000265
                    298,                0.33841,                0.26421,                0.90789,                0.82475,                0.91712,                0.94041,                0.81532,                0.38368,                0.32929,                 0.9584,               0.000232,               0.000232,               0.000232
                    299,                0.34283,                0.26902,                0.91196,                0.82555,                0.91517,                0.94044,                0.81673,                 0.3836,                0.32919,                0.95828,               0.000199,               0.000199,               0.000199
                    300,                0.33509,                0.26071,                0.90663,                0.82781,                0.91348,                 0.9405,                0.81552,                0.38366,                0.32904,                0.95827,               0.000166,               0.000166,               0.000166
