                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.8162,                 1.4887,                 1.1945,                0.38884,                0.31773,                0.24697,                0.09771,                 2.4013,                  2.446,                 1.5321,               0.006535,               0.006535,               0.006535
                    108,                 1.8391,                 1.4987,                 1.1872,                0.37655,                0.31034,                0.24859,                0.10569,                 2.3628,                 2.4659,                  1.497,               0.006502,               0.006502,               0.006502
                    109,                  1.798,                 1.5096,                 1.1961,                0.43285,                0.29803,                0.24884,                0.10248,                 2.3686,                 2.3248,                 1.5322,               0.006469,               0.006469,               0.006469
                    110,                 1.7681,                  1.458,                 1.1742,                 0.3849,                0.31281,                0.25387,                 0.0939,                 2.4369,                 2.3895,                 1.5425,               0.006436,               0.006436,               0.006436
                    111,                 1.7956,                 1.4887,                 1.1895,                0.41063,                0.29803,                0.25296,                0.09725,                 2.3865,                 2.3828,                 1.5291,               0.006403,               0.006403,               0.006403
                    112,                  1.762,                 1.4587,                  1.172,                0.37602,                0.28818,                0.24533,                0.09018,                 2.3576,                 2.5041,                 1.5231,                0.00637,                0.00637,                0.00637
                    113,                  1.769,                 1.4409,                 1.1779,                 0.4666,                0.26355,                0.24659,                0.09617,                 2.3723,                 2.4022,                   1.52,               0.006337,               0.006337,               0.006337
                    114,                 1.7348,                 1.4264,                 1.1744,                0.40546,                0.30542,                0.23332,                0.08653,                 2.3901,                 2.4898,                 1.5535,               0.006304,               0.006304,               0.006304
                    115,                  1.766,                 1.4343,                 1.1884,                0.39955,                0.28571,                0.24788,                0.09694,                 2.3716,                 2.4736,                 1.5376,               0.006271,               0.006271,               0.006271
                    116,                 1.7596,                 1.4341,                  1.178,                0.38021,                0.32512,                0.25425,                0.09991,                 2.3588,                 2.5385,                 1.5041,               0.006238,               0.006238,               0.006238
                    117,                 1.7346,                 1.3981,                 1.1612,                0.36771,                 0.2734,                0.22689,                0.08972,                 2.3418,                 2.4717,                 1.5083,               0.006205,               0.006205,               0.006205
                    118,                 1.7551,                 1.4277,                 1.1594,                0.41139,                0.28577,                0.24836,                0.09667,                 2.4052,                 2.3434,                 1.5248,               0.006172,               0.006172,               0.006172
                    119,                  1.766,                 1.4302,                 1.1753,                0.38544,                0.30542,                0.24087,                0.08682,                 2.4491,                 2.5059,                 1.5655,               0.006139,               0.006139,               0.006139
                    120,                 1.7415,                 1.3995,                 1.1732,                0.47402,                0.25369,                 0.2374,                0.08583,                 2.4573,                 2.5005,                 1.5652,               0.006106,               0.006106,               0.006106
                    121,                 1.7349,                 1.4101,                 1.1635,                0.40154,                0.26601,                0.24953,                0.09756,                 2.3752,                 2.4616,                 1.5227,               0.006073,               0.006073,               0.006073
                    122,                 1.7227,                 1.3833,                 1.1791,                0.41376,                0.29064,                0.23334,                0.08609,                 2.4541,                  2.597,                 1.5784,                0.00604,                0.00604,                0.00604
                    123,                 1.7221,                 1.3512,                  1.152,                0.38286,                0.29064,                0.23716,                0.09365,                 2.3992,                 2.4844,                 1.5481,               0.006007,               0.006007,               0.006007
