                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                0.87464,                0.58918,                 1.2453,                0.41292,                0.49842,                0.42998,                0.25173,                 1.3678,                 1.3027,                 1.6658,               0.006964,               0.006964,               0.006964
                     95,                0.86873,                0.57955,                 1.2471,                0.46311,                0.36749,                0.41476,                0.24608,                 1.3806,                  1.414,                 1.6992,               0.006931,               0.006931,               0.006931
                     96,                0.87079,                0.58564,                 1.2493,                0.37819,                0.45393,                0.40999,                0.25159,                 1.3857,                 1.4379,                  1.682,               0.006898,               0.006898,               0.006898
                     97,                0.86992,                0.58024,                 1.2438,                0.37879,                0.44239,                0.41195,                0.25426,                 1.3871,                 1.3566,                 1.6801,               0.006865,               0.006865,               0.006865
                     98,                0.86647,                0.57871,                 1.2463,                0.34211,                0.44926,                0.40601,                0.25261,                 1.3663,                 1.3842,                   1.67,               0.006832,               0.006832,               0.006832
                     99,                 0.8701,                0.58258,                 1.2444,                0.36377,                0.42227,                0.39576,                0.24475,                 1.3953,                 1.4481,                 1.6901,               0.006799,               0.006799,               0.006799
                    100,                0.86212,                0.58051,                 1.2406,                0.43248,                0.38472,                0.40062,                0.24319,                 1.3918,                 1.4565,                 1.6972,               0.006766,               0.006766,               0.006766
                    101,                0.86563,                0.57642,                  1.241,                0.45851,                 0.3643,                0.39937,                0.23382,                 1.4147,                 1.4368,                 1.6991,               0.006733,               0.006733,               0.006733
                    102,                0.85955,                0.57034,                 1.2372,                0.46847,                 0.3749,                0.40936,                0.23966,                 1.4298,                 1.4421,                 1.7147,                 0.0067,                 0.0067,                 0.0067
                    103,                0.85592,                0.57326,                 1.2348,                0.40427,                 0.4544,                0.42273,                0.25222,                 1.4145,                 1.3703,                 1.7118,               0.006667,               0.006667,               0.006667
                    104,                0.85607,                0.56807,                 1.2398,                 0.4074,                 0.5017,                0.42893,                0.25245,                 1.4039,                 1.4218,                 1.7063,               0.006634,               0.006634,               0.006634
                    105,                0.85409,                0.56907,                 1.2405,                0.40274,                0.49537,                 0.4317,                0.25388,                 1.4012,                 1.4154,                 1.7051,               0.006601,               0.006601,               0.006601
                    106,                0.85464,                0.56639,                 1.2346,                0.44628,                0.44643,                0.43697,                0.25692,                    1.4,                 1.3917,                 1.7192,               0.006568,               0.006568,               0.006568
                    107,                 0.8504,                0.56946,                 1.2243,                 0.5206,                0.37216,                0.42948,                0.25753,                 1.3894,                 1.3825,                 1.6938,               0.006535,               0.006535,               0.006535
                    108,                0.85398,                0.56863,                 1.2306,                0.39808,                0.48332,                 0.4319,                0.25954,                 1.3894,                 1.3603,                 1.6936,               0.006502,               0.006502,               0.006502
                    109,                0.84621,                0.55792,                 1.2253,                  0.424,                 0.4059,                0.41063,                0.25034,                 1.3925,                 1.3972,                 1.6973,               0.006469,               0.006469,               0.006469
                    110,                 0.8431,                0.55209,                 1.2257,                0.40124,                0.47951,                0.41213,                0.24993,                 1.4013,                 1.3719,                 1.7078,               0.006436,               0.006436,               0.006436
